Dataset Name,Archive Type,Proxy Type,Minimum Age,Maximum Age,Longitude,Latitude,Max Resolution,Min Resolution
Ocn-GBR.Wei.2009,coral,Sr_Ca,1807.0,2004.0,146.0333,-16.7167,5.0,1.0
Ocn-GBR.Wei.2009,coral,d13C,1807.0,2004.0,146.0333,-16.7167,5.0,1.0
Ocn-GreatBarrierReef.Hendy.2002,coral,temperature,1568.0,1983.0,146.595,-18.315,-5.0,10.0
Ocn-GreatBarrierReef.Hendy.2002,coral,Sr_Ca,1568.0,1983.0,146.595,-18.315,-5.0,10.0
Ocn-GreatBarrierReef.Hendy.2002,coral,temperature,1568.0,1983.0,146.595,-18.315,-5.0,10.0
Ocn-HoutmanAbrolhos.Kuhnert.1999,coral,d18O,1794.708,1994.375,113.77,-28.47,0.0,1.0
Ocn-HoutmanAbrolhos.Kuhnert.1999,coral,d13C,1794.708,1994.375,113.77,-28.47,0.0,1.0
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014,coral,Sr_Ca,1798.0,2010.0,113.772,-28.4609,3.0,1.0
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014,coral,d18O,1848.0,2010.0,113.749,-28.4589,3.0,1.0
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014,coral,Sr_Ca,1848.0,2010.0,113.749,-28.4589,3.0,1.0
Ocn-Lombok.Charles.2003,coral,d18O,1782.0,1990.0,115.5757,-8.2473,-0.07999999999992724,0.09000000000014552
Ocn-Maiana.Urban.2000,coral,d18O,1840.0,1994.5,173.0,1.0,-0.15999999999985448,0.17000000000007276
Ocn-MakassarStrait.Linsley.2010,marine sediment,temperature,174.78,1780.82,115.2,-7.4,-23.059999999999945,35.11000000000013
Ocn-MakassarStrait.Linsley.2010,marine sediment,temperature,174.78,1780.82,115.2,-7.4,-23.059999999999945,35.11000000000013
Ocn-MakassarStrait.Oppo.2009,marine sediment,temperature,-334.9,1982.1,119.2,-3.53,-0.01999999999998181,76.99000000000004
Ocn-MakassarStrait.Oppo.2009,marine sediment,temperature,25.0,1955.0,119.2,-3.53,-10.0,10.0
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,d18O,1928.54,1992.46,167.2,-15.7,-0.009999999999990905,0.25
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,Sr_Ca,1928.54,1992.46,167.2,-15.7,-0.009999999999990905,0.25
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,d13C,1928.54,1992.46,167.2,-15.7,-0.009999999999990905,0.25
Ocn-MD98-2160.Newton.2010,marine sediment,temperature,-40.0,1815.0,117.4867,-5.2012,-6.0,46.0
Ocn-MD98-2177.Newton.2010,marine sediment,temperature,160.0,1890.0,119.078,1.4033,-10.899999999999864,31.666666700000007
Ocn-Nauru.Guilderson.1999,coral,d18O,1897.54,1995.25,166.9283,-0.53296,-0.03999999999996362,0.5899999999999181
Ocn-Nauru.Guilderson.1999,coral,d13C,1897.54,1995.25,166.9283,-0.53296,-0.03999999999996362,0.5899999999999181
Ocn-Ningaloo.Kuhnert.2000,coral,d18O,1878.71,1995.21,113.965,-21.905,0.0,0.7200000000000273
Ocn-Ningaloo.Kuhnert.2000,coral,d13C,1878.71,1995.21,113.965,-21.905,0.0,0.7200000000000273
Ocn-Philippines.Stott.2007,marine sediment,temperature,646.6,1908.6,125.82,6.3,-3.0,101.69999999999982
Ocn-SavusavuBay1F.Linsley.2006,coral,d18O,1781.5,1996.5,179.2333,-16.8167,-1.0,1.0
Ocn-SavusavuBay1F.Linsley.2006,coral,Sr_Ca,1781.5,1996.5,179.2333,-16.8167,-1.0,1.0
Ocn-SavusavuBayAB.Linsley.2006,coral,d18O,1617.5,2001.5,179.2333,-16.8167,-1.0,1.0
Ocn-SavusavuBayFiji.Bagnato.2005,coral,d18O,1776.0,2001.0,179.23,-16.82,-1.0,1.0
Ocn-Tarawa.Cole.1990,coral,d18O,1894.0,1990.0,172.0,1.0,-0.08300000000008367,0.08399999999983265
Ocn-Vanuatu.Gorman.2012,coral,d18O,1842.625,2007.625,166.04,-15.94,-0.08333300000003874,0.08333399999992253
Ocn-Vanuatu.Gorman.2012,coral,d13C,1842.625,2007.625,166.04,-15.94,-0.08333300000003874,0.08333399999992253
Ocn-Vanuatu.Quinn.1996,coral,d18O,1807.0,1979.0,166.99,-15.0,-1.0,1.0
PlatypusTarn.Rees.2010,LakeSediment,temperature,,,146.5868,-42.6734,2837.0779999999995,50.134000000000015
PupukeChironomid.VandenBos.2018,LakeSediment,OriginalSampleID,,,174.7662,-36.7803,,
PupukeChironomid.VandenBos.2018,LakeSediment,temperature,,,174.7662,-36.7803,489.0,11.0
PupukeChironomid.VandenBos.2018,LakeSediment,nonReliabletemperature,,,174.7662,-36.7803,179.0,76.0
PupukeChironomid.VandenBos.2018,LakeSediment,CommentRegardingReliability,,,174.7662,-36.7803,,
PupukePollen.VandenBos.2018,LakeSediment,OriginalSampleID,,,174.77,-36.78,,
PupukePollen.VandenBos.2018,LakeSediment,temperature,,,174.77,-36.78,794.0,13.0
PupukePollen.VandenBos.2018,LakeSediment,temperature,,,174.77,-36.78,794.0,13.0
RS147_GC07,marine sediment,CaCO3,,,146.2833,-45.15,6.368088912870601,0.24726963663099966
RS147_GC07,marine sediment,planktonic.d18O,,,146.2833,-45.15,2.0788811019296,0.04127964515270044
RS147_GC07,marine sediment,benthic.d18O,,,146.2833,-45.15,4.0503056958655,0.04509760056370027
RS147_GC07,marine sediment,UK37,,,146.2833,-45.15,6.368088912870601,0.24726963663099966
RS147_GC07,marine sediment,surface.temp,,,146.2833,-45.15,6.368088912870601,0.24726963663099966
RS147_GC07,marine sediment,surface.temp,,,146.2833,-45.15,4.289207810941001,0.06522217029069921
SO136_003GC,marine sediment,benthic.d13C,,,169.878,-42.2957,1.7278330781599962,0.2129906480451993
SO136_003GC,marine sediment,benthic.d18O,,,169.878,-42.2957,1.7278330781599962,0.2129906480451993
SO213_2_59_2,marine sediment,benthic.d18O,,,-116.8794,-45.8289,2.2960206298828005,0.5530898132324005
SO213_2_59_2,marine sediment,benthic.d13C,,,-116.8794,-45.8289,2.2960206298828005,0.5530898132324005
SO213_2_59_2,marine sediment,planktonic.MgCa,,,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.d18O,,,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.MgCa,,,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.d18O,,,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.MgCa,,,-116.8794,-45.8289,4.032632125854505,0.0
SO213_2_59_2,marine sediment,planktonic.d18O,,,-116.8794,-45.8289,4.032632125854505,0.0
SO213_2_59_2,marine sediment,surface.temp,,,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,surface.temp,,,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,surface.temp,,,-116.8794,-45.8289,4.032632125854505,0.0
SO213_2_82_1,marine sediment,benthic.d13C,,,176.602,-45.7775,1.9620294531117004,0.20493120740806958
SO213_2_82_1,marine sediment,benthic.d18O,,,176.602,-45.7775,2.8491771628338007,0.20493120740806958
SO213_2_84_1,marine sediment,benthic.d13C,,,174.582,-45.1251,2.620000000000001,0.17999999999999972
SO213_2_84_1,marine sediment,benthic.d18O,,,174.582,-45.1251,2.620000000000001,0.17999999999999972
SO213_2_84_1,marine sediment,TOC,,,174.582,-45.1251,,nan
SO213_2_84_1,marine sediment,DBD,,,174.582,-45.1251,,nan
SouthIsland.Williams.2005,Speleothem,d13C,-27926.0,1441.985,172.0,-42.0,1425.0,0.0
SouthIsland.Williams.2005,Speleothem,d18O,-27926.0,1441.985,172.0,-42.0,1425.0,0.0
SouthIsland.Williams.2005,Speleothem,d180_corrc,-27926.0,1441.985,172.0,-42.0,1425.0,0.0
