Dataset Name,Archive Type,Proxy Type,Minimum Age,Maximum Age,Longitude,Latitude,Max Resolution,Min Resolution
564__Blue_Lake_lithostratigraphy__naca_I_smaragdinus,Ostracod,Sodium-calcium ratio,-3740.26,1950.0,140.9017,-38.0314,66.25,6.890000000000327
565__Blue_Lake_lithostratigraphy__naca_L_mowbrayensis,Ostracod,Sodium-calcium ratio,-3740.26,1950.0,140.9017,-38.0314,4595.5650000000005,7.5
566__Blue_Lake_lithostratigraphy__naca_L_dorsosicula,Ostracod,Sodium-calcium ratio,-3740.26,1950.0,140.9017,-38.0314,21.199999999999818,21.199999999999818
568__Blue_Lake_lithostratigraphy__d18O_G_australica,Ostracod,Delta-oxygen-18,-3740.26,1950.0,140.9017,-38.0314,201.30000000000018,6.970000000000255
569__Blue_Lake_lithostratigraphy__d18O_C_novaezelandiae,Ostracod,Delta-oxygen-18,-3740.26,1950.0,140.9017,-38.0314,2399.06,94.77000000000004
570__Blue_Lake_lithostratigraphy__d18O_I_smaragdinus,Ostracod,Delta-oxygen-18,-3740.26,1950.0,140.9017,-38.0314,76.31999999999971,6.890000000000327
572__Blue_Lake_lithostratigraphy__d13C_G_australica,Ostracod,Delta-carbon-13,-3740.26,1950.0,140.9017,-38.0314,201.30000000000018,6.970000000000255
573__Blue_Lake_lithostratigraphy__d13C_C_novaezelandiae,Ostracod,Delta-carbon-13,-3740.26,1950.0,140.9017,-38.0314,2399.06,94.77000000000004
574__Blue_Lake_lithostratigraphy__d13C_I_smaragdinus,Ostracod,Delta-carbon-13,-3740.26,1950.0,140.9017,-38.0314,76.31999999999971,6.890000000000327
577_Lake_Logung__magnetic_susceptibility,Sediment,Magnetic susceptibility,614.7,2009.3,113.3075,-8.0418,1.7999999999999545,37.59999999999991
578_Lake_Logung__total_organic_carbon,Sediment,Total organic carbon,627.5,2009.3,113.3075,-8.0418,1083.4,1023.5999999999999
579_Lake_Logung__Nitrogen,Sediment,Nitrogen,627.5,2009.3,113.3075,-8.0418,0.0,48.600000000000136
580_Lake_Logung__CN_ratio,Sediment,Organic carbon-nitrogen ratio,627.5,2009.3,113.3075,-8.0418,0.0,48.600000000000136
581_Lake_Logung__d15N,Sediment,Delta-nitrogen-15,627.5,2009.3,113.3075,-8.0418,0.0,55.200000000000045
582_Lake_Logung__biogenic_opal,Sediment,Biogenic opal,627.5,2005.4,113.3075,-8.0418,0.0,93.89999999999986
583_CTPEastBLTRFR,Tree ring,Tree ring width index,1430.0,1994.0,148.0,-42.0,1.0,1.0
584_Ghostcreektrsgi,Tree ring,Tree ring width index,1795.0,1980.0,171.75,-43.25,1.0,1.0
585_Abrolhos_Coral_13C,Coral,Delta-carbon-13,1794.561,1994.375,113.7683,-28.4617,0.0,1.0
586_Mangawhero_tree_ring_width,Tree ring,Tree ring width index,1551.0,1994.0,175.48,-39.35,1.0,1.0
587_Xiong_OhutuRidgeStandardised,Tree ring,Tree ring width index,1585.0,1991.0,176.12,-39.62,1.0,1.0
588_Xiong_OhutuRidgeARSTAN,Tree ring,Tree ring width index,1587.0,1991.0,176.12,-39.62,1.0,1.0
589_XionOhutuRidgeresiduals,Tree ring,Tree ring width index,1588.0,1991.0,176.12,-39.62,1.0,1.0
5_BRO01A,Coral,Luminescence,1783.0,1984.0,146.28,-18.15,1.0,1.0
604_Takapari_Road_standard_tree_ring_growth_index_standard_newz076noaa,Tree ring,Tree ring width index,1708.0,1995.0,176.0,-40.08,1.0,1.0
605_Takapari_Road_standard_tree_ring_growth_index_ARSTAN_newz076anoaa,Tree ring,Tree ring width index,1711.0,1995.0,176.0,-40.08,1.0,1.0
606_Takapari_Road_standard_tree_ring_growth_index_earlywood_width_newz076enoaa,Tree ring,Tree ring width index,1744.0,1994.0,176.0,-40.08,1.0,1.0
607_Takapari_Road_standard_tree_ring_growth_index_earlywood_width_ARSTAN_newz076eanoaa,Tree ring,Tree ring width index,1743.0,1994.0,176.0,-40.08,1.0,1.0
608_Takapari_Road_standard_tree_ring_growth_index_earlywood_width_residual_newz076ernoaa,Tree ring,Tree ring width index,1745.0,1994.0,176.0,-40.08,1.0,1.0
609_Takapari_Road_standard_tree_ring_growth_index_earlywood_density_standard_newz076inoaa,Tree ring,Tree ring width index,1629.0,1994.0,176.0,-40.08,1.0,1.0
610_Takapari_Road_standard_tree_ring_growth_index_earlywood_density_ARSTAN_newz076ianoaa,Tree ring,Tree ring width index,1630.0,1994.0,176.0,-40.08,1.0,1.0
611_Takapari_Road_standard_tree_ring_growth_index_earlywood_density_residual_newz076irnoaa,Tree ring,Tree ring width index,1632.0,1994.0,176.0,-40.08,1.0,1.0
612_Takapari_Road_standard_tree_ring_growth_index_latewood_width_standard_newz076lnoaa,Tree ring,Tree ring width index,1708.0,1994.0,176.0,-40.08,1.0,1.0
613_Takapari_Road_standard_tree_ring_growth_index_latewood_width_ARSTAN_newz076lanoaa,Tree ring,Tree ring width index,1712.0,1994.0,176.0,-40.08,1.0,1.0
614_Takapari_Road_standard_tree_ring_growth_index_latewood_width_residual_newz076lrnoaa,Tree ring,Tree ring width index,1715.0,1994.0,176.0,-40.08,1.0,1.0
615_Takapari_Road_standard_tree_ring_growth_index_minimum_density_standard_newz076nnoaa,Tree ring,Tree ring width index,1743.0,1994.0,176.0,-40.08,1.0,1.0
616_Takapari_Road_standard_tree_ring_growth_index_minimum_density_ARSTAN_newz076nanoaa,Tree ring,Tree ring width index,1744.0,1994.0,176.0,-40.08,1.0,1.0
617_Takapari_Road_standard_tree_ring_growth_index_minimum_density_residual_newz076nrnoaa,Tree ring,Tree ring width index,1745.0,1994.0,176.0,-40.08,1.0,1.0
618_Takapari_Road_standard_tree_ring_growth_index_residual_newz076rnoaa,Tree ring,Tree ring width index,1712.0,1995.0,176.0,-40.08,1.0,1.0
619_Takapari_Road_standard_tree_ring_growth_index_latewood_density_standard_newz076tnoaa,Tree ring,Tree ring width index,1629.0,1993.0,176.0,-40.08,1.0,1.0
620_Takapari_Road_standard_tree_ring_growth_index_latewood_density_ARSTAN_newz076tanoaa,Tree ring,Tree ring width index,1630.0,1993.0,176.0,-40.08,1.0,1.0
621_Takapari_Road_standard_tree_ring_growth_index_latewood_density_residual_newz076trnoaa,Tree ring,Tree ring width index,1631.0,1993.0,176.0,-40.08,1.0,1.0
622_Takapari_Road_standard_tree_ring_growth_index_maximum_density_standard_newz076xnoaa,Tree ring,Tree ring width index,1629.0,1992.0,176.0,-40.08,1.0,1.0
623_Takapari_Road_standard_tree_ring_growth_index_maximum_density_ARSTAN_newz076xanoaa,Tree ring,Tree ring width index,1630.0,1992.0,176.0,-40.08,1.0,1.0
624_Takapari_Road_standard_tree_ring_growth_index_maximum_density_residual_newz076xrnoaa,Tree ring,Tree ring width index,1631.0,1992.0,176.0,-40.08,1.0,1.0
628_Windy_Creek_tree_ring_growth_index,Tree ring,Tree ring width index,1747.0,1979.0,171.58,-43.08,1.0,1.0
629_Ahaura_tree_ring_growth_index,Tree ring,Tree ring width index,1403.0,1976.0,171.8,-42.38,1.0,1.0
6_GPI02A,Coral,Luminescence,1881.0,1984.0,146.58,-18.68,1.0,1.0
7_PAN07B,Coral,Luminescence,1891.0,1984.0,146.43,-18.82,1.0,1.0
8_HAV01A,Coral,Luminescence,1639.0,1985.0,146.55,-18.85,1.0,1.0
9_ACH01A,Coral,Luminescence,1876.0,1984.0,146.65,-18.95,1.0,1.0
AdelaideTarn.Jara.2015,LakeSediment,temperature,,,172.5333,-40.9333,389.70000000000005,48.09999999999991
AjaxBog.Wilmshurst.2007,Peat,OriginalSampleID,,,169.28,-46.42,655.8000000000002,172.89999999999964
AjaxBog.Wilmshurst.2007,Peat,temperature,,,169.28,-46.42,655.8000000000002,172.89999999999964
AjaxBog.Wilmshurst.2007,Peat,ReliabIeYN1,,,169.28,-46.42,,
Asi-INDO005.D'Arrigo.2010,tree,trsgi,1565.0,2005.0,122.8,-5.5,1.0,1.0
Aus-BuckleysChance.Buckley.1997,tree,trsgi,1463.0,1991.0,145.87,-42.27,1.0,1.0
Aus-CTPEastTasmania.Allen.2001,tree,trsgi,1430.0,1994.0,147.75,-41.31,1.0,1.0
Aus-CTPWestTasmania.Allen.2001,tree,trsgi,1547.0,1998.0,145.65,-41.67,1.0,1.0
Aus-DuckholeLake.Saunders.2013,lake sediment,R650_700,1140.3536,2001.3208,146.8749,-43.3646,152.2441,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,R570_630,1140.3536,2001.3208,146.8749,-43.3646,152.2441,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,R660_670,1140.3536,2001.3208,146.8749,-43.3646,152.2441,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,RABD660_670,1140.3536,2001.3208,146.8749,-43.3646,152.2441,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,N,1140.3536,2001.3208,146.8749,-43.3646,169.7018,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,C,1140.3536,2001.3208,146.8749,-43.3646,169.7018,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,C_N,1140.3536,2001.3208,146.8749,-43.3646,169.7018,0.5626460000000002
Aus-DuckholeLake.Saunders.2013,lake sediment,BSi,1140.3536,2001.3208,146.8749,-43.3646,169.7018,0.5626460000000002
Aus-MarxUpperSnowy,LakeSediment,dust,-4543.024,1942.905,148.299,-36.463,83.90099999999984,3.6629999999999994
Aus-MorosMurrayCanyon,MarineSediment,d18O,-30562.649,1950.0,136.55,-36.733,323.20500000000175,20.657999999999447
Aus-MorosMurrayCanyon,MarineSediment,d18O,-30479.639,1950.0,136.55,-36.733,426.88600000000224,20.657999999999447
Aus-MorosMurrayCanyon,MarineSediment,d13C,-8022.373,1950.0,136.55,-36.733,111.3119999999999,20.657999999999447
Aus-MtRead.Cook.2006,tree,ghostMeasured,-494.0,2001.0,145.53,-41.83,,
Aus-MtRead.Cook.2006,tree,temperature,-494.0,2001.0,145.53,-41.83,1.0,1.0
Aus-Oroko.Cook.2002,tree,ghostMeasured,900.0,1999.0,170.28,-43.23,,
Aus-Oroko.Cook.2002,tree,temperature,900.0,1999.0,170.28,-43.23,1.0,1.0
Aus-PinkPine.Duncan.2010,tree,trsgi,1457.0,1999.0,171.0,-43.0,1.0,1.0
Aus-StewartIsland.D'Arrigo.1996,tree,trsgi,1758.0,1993.0,167.8,-47.0,1.0,1.0
Aus-TakapariCedar.Xiong.2000,tree,trsgi,1530.0,1992.0,175.98,-40.07,1.0,1.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,MS,-6713.323,1897.818,142.989,-38.2135,29.072000000000116,22.492000000000004
Aus-WilkinsKeilambeteGnotuk,LakeSediment,density,-6713.323,1785.161,142.989,-38.2135,85.4380000000001,22.590000000000003
Aus-WilkinsKeilambeteGnotuk,LakeSediment,LOI,-7505.85,1978.95,142.989,-38.2135,172.90000000000055,24.699999999999818
Aus-WilkinsKeilambeteGnotuk,LakeSediment,CaCO3,-9407.605,1398.303,142.989,-38.2135,618.75,15.393999999999778
Aus-WilkinsKeilambeteGnotuk,LakeSediment,CaCO3,-9610.857,1427.3,142.989,-38.2135,165.0,13.957999999999629
Aus-WilkinsKeilambeteGnotuk,LakeSediment,CaCO3,-1177.865,1427.3,142.989,-38.2135,54.075000000000045,18.68399999999997
Aus-WilkinsKeilambeteGnotuk,LakeSediment,MS,-10130.0,1410.0,142.989,-38.2135,40.0,30.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,density,-10100.0,1410.0,142.989,-38.2135,100.0,30.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,AustralocyprisRobusta,-9483.53,1950.0,142.989,-38.2135,531.739,0.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,ReticyprisHerbstii,-9483.53,1950.0,142.989,-38.2135,531.739,0.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,TDS,-9483.53,1950.0,142.989,-38.2135,531.739,0.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,SE,-9483.53,1950.0,142.989,-38.2135,3986.3299999999995,0.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,Sr/Ca,-9483.53,1950.0,142.989,-38.2135,3986.3299999999995,39.42900000000009
Aus-WilkinsKeilambeteGnotuk,LakeSediment,DiacyprisCompacta,-9483.53,1950.0,142.989,-38.2135,531.739,0.0
Aus-WilkinsKeilambeteGnotuk,LakeSediment,MytilocyprisPraenuncia,-9483.53,1950.0,142.989,-38.2135,3986.3299999999995,39.42900000000009
Aus-WilkinsKeilambeteGnotuk,LakeSediment,AustralocyprisRobusta,-9432.482,-6249.491,142.989,-38.2135,322.8060000000005,51.047999999998865
Aus-WilkinsKeilambeteGnotuk,LakeSediment,ReticyprisSp,-9432.482,-6249.491,142.989,-38.2135,322.8060000000005,51.047999999998865
BJ8-03-13GGC.Linsley.2010,marine sediment,d18o,,,115.2,-7.4,83.0,17.0
BJ8-03-13GGC.Linsley.2010,marine sediment,d18ow,,,115.2,-7.4,,
BJ8-03-13GGC.Linsley.2010,marine sediment,mg/ca,,,115.2,-7.4,97.71000000000004,0.0
BJ8-03-13GGC.Linsley.2010,marine sediment,sst,,,115.2,-7.4,97.71000000000004,0.0
BJ8-03-13GGC.Linsley.2010,marine sediment,rep diff.,,,115.2,-7.4,4451.389999999999,42.13999999999987
BJ8-03-13GGC.Linsley.2010,marine sediment,sst  relative,,,115.2,-7.4,97.71000000000004,0.0
ClarksJunction.Wilmshurst.2007,Peat,OriginalSampleID,,,170.12,-45.72,1346.1000000000004,80.70000000000073
ClarksJunction.Wilmshurst.2007,Peat,temperature,,,170.12,-45.72,1346.1000000000004,80.70000000000073
ClarksJunction.Wilmshurst.2007,Peat,ReliabIeYN1,,,170.12,-45.72,,
CO00KUNI,Coral,d18O,1878.71,1995.21,113.965,-21.905,0.0,0.7200000000000273
CO00KUNI,Coral,d18O,1879.08,1994.92,113.965,-21.905,-0.15999999999985448,0.17000000000007276
CO07CAFR,Coral,d18O,1708.0,1988.0,148.43,-17.73,-5.0,5.0
CO07CAFR,Coral,Sr/Ca,1708.0,1988.0,148.43,-17.73,-5.0,5.0
CO13HENG,Coral,d18O,1916.925,1945.009615,152.8115,-10.6907,0.1999999999998181,0.07142799999996896
CO13HENG,Coral,d18O,1411.625,1578.425,152.8115,-10.6907,0.9473680000000968,7.272727000000032
CO13HENG,Coral,d18O,1555.375,1644.75,152.8115,-10.6907,-0.05263100000001941,0.16666699999996126
CO14CATI,Coral,d18O,1914.46,2004.46,123.5167,-10.2,0.09000000000014552,0.07999999999992724
CO14CATI,Coral,d18O,1914.46,2004.46,123.5167,-10.2,0.09000000000014552,0.07999999999992724
CO99DRGB,Coral,d18O,1638.3,1983.3,153.0,-22.1,4.0,0.0
CO99KUHO,Coral,d18O,1794.71,1994.38,113.7683,-28.4617,0.0,1.0
CO99KUHO,Coral,d18O,1794.75,1993.92,113.7683,-28.4617,-0.15999999999985448,0.17000000000007276
EagleTarn.Rees.2010,LakeSediment,temperature,,,146.5914,-42.6799,1343.5699999999997,11.54800000000023
ERDC_092BX.Palmer.2003,MarineSediment,mgca_sacculifer,,,156.998,-2.225,3200.0,500.0
ERDC_092BX.Palmer.2003,MarineSediment,d18o_sacculifer,,,156.998,-2.225,2200.0,400.0
ERDC_092BX.Palmer.2003,MarineSediment,temperature,,,156.998,-2.225,3200.0,500.0
ERDC_092BX.Palmer.2003,MarineSediment,temperature,,,156.998,-2.225,2200.0,400.0
FR01_97_12,marine sediment,planktonic.d13C,,,154.0278,-23.6694,1.7328148269653303,0.3027592258452998
FR01_97_12,marine sediment,planktonic.d18O,,,154.0278,-23.6694,1.7328148269653303,0.3027592258452998
FR01_97_12,marine sediment,planktonic.d13C,,,154.0278,-23.6694,1.7328148269653303,0.25436560726160096
FR01_97_12,marine sediment,planktonic.d18O,,,154.0278,-23.6694,1.7328148269653303,0.25436560726160096
FR01_97_12,marine sediment,benthic.d13C,,,154.0278,-23.6694,2.096850807190002,0.5452041302919994
FR01_97_12,marine sediment,benthic.d18O,,,154.0278,-23.6694,2.096850807190002,0.5452041302919994
FR01_97_12,marine sediment,planktonic.d13C,,,154.0278,-23.6694,5.0456705126762795,0.6690800814629014
FR01_97_12,marine sediment,planktonic.d18O,,,154.0278,-23.6694,5.0456705126762795,0.6690800814629014
FR01_97_12,marine sediment,planktonic.d13C,,,154.0278,-23.6694,1.8748737268447613,0.25436560726160096
FR01_97_12,marine sediment,planktonic.d18O,,,154.0278,-23.6694,1.8748737268447613,0.25436560726160096
FR01_97_12,marine sediment,CaCO3,,,154.0278,-23.6694,1.7328148269653303,0.5185942897796032
FR01_97_12,marine sediment,DBD,,,154.0278,-23.6694,1.7328148269653303,0.5185942897796032
GeoB10069-3.Gibbons.2014,marine sediment,mg/ca,,,120.917,-9.59483,0.4214999999999982,0.026699999999999946
GeoB10069-3.Gibbons.2014,marine sediment,sst - mg/ca,,,120.917,-9.59483,0.4214999999999982,0.026699999999999946
GeoB10069-3.Gibbons.2014,marine sediment,d18o,,,120.917,-9.59483,0.4214999999999982,0.026699999999999946
GeoB10069-3.Gibbons.2014,marine sediment,d18ow,,,120.917,-9.59483,0.4214999999999982,0.026699999999999946
GeoB10069-3.Gibbons.2014,marine sediment,d18owcorr,,,120.917,-9.59483,0.4214999999999982,0.026699999999999946
GIK18471_1,marine sediment,benthic.MgCa,,,129.983,-9.3665,6.603659408264199,0.30914322675820216
GIK18471_1,marine sediment,benthic.d18O,,,129.983,-9.3665,5.321077937495701,0.3643496874285006
GIK18471_1,marine sediment,benthic.d18O,,,129.983,-9.3665,3.4382469573974994,0.30068277430289925
GIK18471_1,marine sediment,deep.temp,,,129.983,-9.3665,6.603659408264199,0.30914322675820216
GIK18471_1,marine sediment,planktonic.MgCa,,,129.983,-9.3665,3.4382469573974994,0.5912654710577954
GIK18471_1,marine sediment,planktonic.d18O,,,129.983,-9.3665,3.4382469573974994,0.5912654710577954
GIK18471_1,marine sediment,surface.temp,,,129.983,-9.3665,3.4382469573974994,0.5912654710577954
H214,marine sediment,surface.temp,,,177.4392,-36.9225,2.10382162950551,0.12243774775870264
H214,marine sediment,surface.temp.error,,,177.4392,-36.9225,2.10382162950551,0.12243774775870264
H214,marine sediment,surface.temp,,,177.4392,-36.9225,2.10382162950551,0.12243774775870264
H214,marine sediment,surface.temp.error,,,177.4392,-36.9225,2.10382162950551,0.12243774775870264
H214,marine sediment,benthic.d13C,,,177.4392,-36.9225,2.10382162950551,0.06170560754410026
H214,marine sediment,benthic.d18O,,,177.4392,-36.9225,2.10382162950551,0.06170560754410026
H214,marine sediment,planktonic.d13C,,,177.4392,-36.9225,3.2671318873139104,0.08488252958069964
H214,marine sediment,planktonic.d13C,,,177.4392,-36.9225,1.2741046729172805,0.08825094909350106
H214,marine sediment,planktonic.d18O,,,177.4392,-36.9225,3.2671318873139104,0.08488252958069964
H214,marine sediment,planktonic.d18O,,,177.4392,-36.9225,1.2741046729172805,0.08825094909350106
H214,marine sediment,note,,,177.4392,-36.9225,,
HomesteadScarp.McGlone.2010,Peat,Pollen_T,-10296.9,1989.0,169.138,-52.5518,464.329999999999,6.0
HomesteadScarp.McGlone.2010,Peat,temperature,-10296.9,1989.0,169.138,-52.5518,464.329999999999,6.0
HomesteadScarp.McGlone.2010,Peat,SHCal04Age,-10296.9,1989.0,169.138,-52.5518,464.329999999999,6.0
LakeSurprise.Falster.2018,lake sediment,d13c,,,141.92,-38.06,441.7280000000028,7.433999999999287
LakeSurprise.Falster.2018,lake sediment,c,,,141.92,-38.06,441.7280000000028,7.433999999999287
LakeSurprise.Falster.2018,lake sediment,n,,,141.92,-38.06,1019.2079999999987,141.246000000001
LakeSurprise.Falster.2018,lake sediment,c/n,,,141.92,-38.06,1019.2079999999987,141.246000000001
LakeSurprise.Falster.2018,lake sediment,si,,,141.92,-38.06,,nan
LakeSurprise.Falster.2018,lake sediment,ti,,,141.92,-38.06,,nan
LakeSurprise.Falster.2018,lake sediment,fe,,,141.92,-38.06,,nan
LakeSurprise.Falster.2018,lake sediment,mn,,,141.92,-38.06,,nan
LakeSurprise.Falster.2018,lake sediment,ca,,,141.92,-38.06,,nan
LakeSurprise.Falster.2018,lake sediment,s,,,141.92,-38.06,,nan
LakeSurprise.Falster.2018,lake sediment,total inorganic,,,141.92,-38.06,,nan
Longwoods.Wilmshurst.2007,Peat,OriginalSampleID,,,167.83,-46.23,819.3999999999996,186.4400000000005
Longwoods.Wilmshurst.2007,Peat,temperature,,,167.83,-46.23,819.3999999999996,186.4400000000005
LS10GOBL,LakeSediment,d18O,-3363.96,1950.0,140.01,-37.01,-8.610000000000127,223.26
LS12GOBA,LakeSediment,d18O,-5480.833333,1815.6,115.51,-32.001,-14.304207999999562,344.9986381
LS12KENO,LakeSediment,d18O,-2436.79,1550.65,141.8,-36.8,-58.40000000000009,460.6400000000001
Mackenzie.Woltering.2014,LakeSediment,temperature,,,153.0533,-25.4475,5509.0,16.0
MD03_2607-Assemblage.LopesdosSantos.2013,MarineSediment,temperature,,,137.4065,-36.9607,1600.0,100.0
MD03_2607-Assemblage.LopesdosSantos.2013,MarineSediment,temperature,,,137.4065,-36.9607,2200.0,100.0
MD03_2607-Assemblage.LopesdosSantos.2013,MarineSediment,temperature,,,137.4065,-36.9607,1600.0,100.0
MD03_2607-Assemblage.LopesdosSantos.2013,MarineSediment,temperature,,,137.4065,-36.9607,4700.0,100.0
MD03_2607-Assemblage.LopesdosSantos.2013,MarineSediment,planktic.d13C,,,137.4065,-36.9607,2500.0,100.0
MD03_2607-Assemblage.LopesdosSantos.2013,MarineSediment,planktic.d18O,,,137.4065,-36.9607,2500.0,100.0
MD03_2607.LopesdosSantos.2013,MarineSediment,Uk37,,,137.4065,-36.9607,1600.0,100.0
MD03_2607.LopesdosSantos.2013,MarineSediment,TEX86,,,137.4065,-36.9607,2200.0,100.0
MD03_2607.LopesdosSantos.2013,MarineSediment,temperature,,,137.4065,-36.9607,1600.0,100.0
MD03_2607.LopesdosSantos.2013,MarineSediment,temperature,,,137.4065,-36.9607,2200.0,100.0
MD03_2611.Calvo.2007,MarineSediment,d18o_bulloides,,,136.55,-36.73,1221.0,188.0
MD03_2611.Calvo.2007,MarineSediment,Uk37,,,136.55,-36.73,1095.0,107.0
MD03_2611.Calvo.2007,MarineSediment,temperature,,,136.55,-36.73,1095.0,107.0
MD03_2611.Calvo.2007,MarineSediment,temperature,,,136.55,-36.73,1221.0,188.0
MD06_2990,marine sediment,benthic.d13C,,,169.8757,-42.3083,1.7804607925415041,0.7583407478333015
MD06_2990,marine sediment,benthic.d18O,,,169.8757,-42.3083,1.7804607925415041,0.7583407478333015
MD79-257.Levi.2007,MarineSediment,temperature,-13745.489,396.277,36.3,-20.4,602.4900000000002,140.27500000000146
MD79-257.Levi.2007,MarineSediment,temperature,-13745.489,396.277,36.3,-20.4,602.4900000000002,140.27500000000146
MD79-257.Levi.2007,MarineSediment,temperature,-13745.489,396.277,36.3,-20.4,602.4900000000002,140.27500000000146
MD88_770,marine sediment,planktonic.d18O,,,96.4614,-46.0214,2.5410173858793605,0.09287754459190012
MD88_770,marine sediment,planktonic.d18O,,,96.4614,-46.0214,2.711664764102119,0.638270499805401
MD88_770,marine sediment,benthic.d18O,,,96.4614,-46.0214,2.711664764102119,0.9272147385247997
MD88_770,marine sediment,benthic.d18O,,,96.4614,-46.0214,2.711664764102119,0.638270499805401
MD88_770,marine sediment,benthic.d13C,,,96.4614,-46.0214,2.711664764102119,0.9272147385247997
MD88_770,marine sediment,surface.temp,,,96.4614,-46.0214,0.5848064422607404,0.09287754459190012
MD98-2170.Stott.2004,marine sediment,mg/ca,,,125.39,-10.59,953.0,96.09999999999997
MD98-2170.Stott.2004,marine sediment,d180,,,125.39,-10.59,953.0,96.09999999999997
MD98-2170.Stott.2004,marine sediment,d180w,,,125.39,-10.59,953.0,96.09999999999997
MD98-2170.Stott.2004,marine sediment,sst,,,125.39,-10.59,953.0,96.09999999999997
MD982176.Stott.2004,marine sediment,yrbp,,,133.4,-5.0,182.0,5.700000000000728
MD982176.Stott.2004,marine sediment,d18og.rub,,,133.4,-5.0,196.0,5.700000000000728
MD982176.Stott.2004,marine sediment,d18ow-s,,,133.4,-5.0,196.0,5.700000000000728
MD982176.Stott.2004,marine sediment,mg/ca-g.rub,,,133.4,-5.0,182.0,5.700000000000728
MD982176.Stott.2004,marine sediment,sst,,,133.4,-5.0,182.0,5.700000000000728
MD98_2161.Fan.2018,MarineSediment,d18o_ruber,,,117.48,-5.21,257.1000000000022,16.899999999999977
MD98_2161.Fan.2018,MarineSediment,mgca_ruber,,,117.48,-5.21,257.1000000000022,16.899999999999977
MD98_2161.Fan.2018,MarineSediment,temperature,,,117.48,-5.21,257.1000000000022,16.899999999999977
MD98_2161.Fan.2018,MarineSediment,temperature,,,117.48,-5.21,257.1000000000022,16.899999999999977
Moanatuatua.Jara.2017,Peat,temperature,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,eSEP_WMAT,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,upper95,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,lower95,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,PLS_C2_temp,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,eSEP_PLS_C2,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,upper95,,,175.37,-37.92,184.29999999999995,42.30000000000018
Moanatuatua.Jara.2017,Peat,lower95,,,175.37,-37.92,184.29999999999995,42.30000000000018
MountHoney.McGlone.2010,Peat,Pollen_T,-10613.0,1967.917,169.1625,-52.5,298.7999999999993,4.0
MountHoney.McGlone.2010,Peat,temperature,-10613.0,1967.917,169.1625,-52.5,298.7999999999993,4.0
MountHoney.McGlone.2010,Peat,SHCal04Age,-10613.0,1967.917,169.1625,-52.5,298.7999999999993,4.0
MV0502_4JC,marine sediment,planktonic.d18O,,,148.1333,-50.3333,5.293584689107007,3.4502892824369997
MV0502_4JC,marine sediment,planktonic.d13C,,,148.1333,-50.3333,5.293584689107007,3.4502892824369997
MV0502_4JC,marine sediment,benthic.d18O,,,148.1333,-50.3333,5.293584689107007,3.4502892824369997
MV0502_4JC,marine sediment,benthic.d13C,,,148.1333,-50.3333,5.293584689107007,3.4502892824369997
MV0502_4JC,marine sediment,benthic.d18O,,,148.1333,-50.3333,,nan
MV0502_4JC,marine sediment,benthic.d13C,,,148.1333,-50.3333,,nan
MV0502_4JC,marine sediment,benthic.d18O,,,148.1333,-50.3333,,nan
MV0502_4JC,marine sediment,benthic.d13C,,,148.1333,-50.3333,,nan
MV0502_4JC,marine sediment,IRD,,,148.1333,-50.3333,24.541463961699804,14.791908985138
Ocn-AbrahamReef.Druffel.1999,coral,d18O,1638.3,1983.3,153.0,-22.1,0.0,4.0
Ocn-AbrahamReef.Druffel.1999,coral,d13C,1638.3,1983.3,153.0,-22.1,0.0,4.0
Ocn-AmedeeIsland.DeLong.2012,coral,Sr_Ca,1648.95833333365,1999.79166666667,166.4667,-22.475,-0.08333333332984694,0.08333333334007875
Ocn-BunakenIsland.Charles.2003,coral,d18O,1860.0,1990.58,124.833,-1.5,-0.07999999999992724,0.09000000000014552
Ocn-CoralSea.Calvo.2007,coral,d18O,1708.0,1988.0,148.43,-17.73,-5.0,5.0
Ocn-CoralSea.Calvo.2007,coral,Sr_Ca,1708.0,1988.0,148.43,-17.73,-5.0,5.0
Ocn-GBR.Wei.2009,coral,d18O,1807.0,2004.0,146.0333,-16.7167,5.0,1.0
